10028,10472,11103,10467,10034,10451,11369,10469,11365,11358,11419,10003,10065,11373,11231,10011,11420,11211,10121,10001,11214,11354,10282,11232,10009,11220,10458,10019,11225,11218,10038,10454,11371,10036,10013,11236,11213,10002,10462,11385,11378,10012,10473,10018,10304,11411,10007,11238,11367,10305,11209,11415,11226,10453,11430,11101,10040,11229,10285,11694,11106,11417,11377,10465,11217,10014,11230,11421,10016,10010,11222,10459,10039,11435,11215,10457,10471,11234,11201,11221,11235,11223,11368,11233,11219,11356,11432,10301,10006,10004,11412,11249,11362,11216,11374,10468,11357,11237,10128,10029,11104,10032,10455,11206,10280,10026,10022,10025,11433,10456,11364,11691,11414,10037,11207,11205,10017,11372,10031,10466,10024,11355,10461,11224,10310,10179,11361,10021,10307,10027,10309,11375,10302,11422,11416,10308,11102,10023,10463,11426,10281,11204,11228,11208,10075,10312,11210,10035,10464,11418,10033,10470,11366,11212,11413,10306,10452,11360,10112,10314,11427,10460,10303,11436,11429,11363,11423,10118,10030,10005,10105,11203,10020,11434,11105,10475,11109,11040,11370,11693,11697,11379,11239,10000,11692,11428,10279,10044,10119,10041,11004,10154,10115,10474,10169,10172,10111,10271,10153,10171,10176,10048,10178,10106,10173,10168,10158,10167,10069,11001,11005,11241,10165,12345,10103,11242,10177,10151,10155,10123,11580,11598,10543,10705,11577,10977,10573,11566,10701,11510,11695,11021,10278,11202,11050,11111,10045,10553,10965,11548,11731,12701,11431,10514,11425,12428,12788,11451
3.4,4.633333333333334,3.566666666666667,8.166666666666666,5.466666666666667,4.333333333333333,4.3,4.733333333333333,3.5,3.0,5.8,4.266666666666667,2.466666666666667,5.9,4.266666666666667,3.8,5.033333333333333,4.866666666666666,,3.3333333333333335,6.6,3.1333333333333333,,2.3666666666666667,4.8,6.933333333333334,8.166666666666666,5.233333333333333,7.4,4.033333333333333,2.7,4.033333333333333,,5.1,2.5,4.666666666666667,4.833333333333333,5.066666666666666,6.833333333333333,7.4,5.0,2.2,3.8,2.6,3.466666666666667,3.533333333333333,2.7666666666666666,6.3,2.7333333333333334,2.3666666666666667,5.933333333333334,2.066666666666667,7.533333333333333,6.466666666666667,1.8,5.4,4.933333333333334,5.233333333333333,,2.2,5.933333333333334,4.1,7.8,3.4,4.633333333333334,3.2666666666666666,7.033333333333333,6.733333333333333,4.033333333333333,2.066666666666667,6.466666666666667,4.6,4.766666666666667,4.0,4.766666666666667,8.233333333333333,2.5,4.733333333333333,8.266666666666667,6.033333333333333,5.4,6.1,5.466666666666667,5.266666666666667,4.033333333333333,3.3,4.066666666666666,2.3666666666666667,2.1666666666666665,2.7333333333333334,2.4,,1.8333333333333333,4.6,3.566666666666667,5.333333333333333,3.033333333333333,4.4,2.533333333333333,3.6666666666666665,2.7333333333333334,5.666666666666667,5.566666666666666,3.6333333333333333,2.3333333333333335,5.266666666666667,2.7333333333333334,5.366666666666666,4.133333333333334,6.266666666666667,2.7333333333333334,3.3,3.933333333333333,2.6666666666666665,6.366666666666666,5.233333333333333,2.1,5.2,5.433333333333334,5.166666666666667,3.4,4.133333333333334,5.2,4.533333333333333,2.1666666666666665,,3.1,2.3,2.3,6.8,2.7333333333333334,4.733333333333333,3.7,2.3333333333333335,3.433333333333333,,3.466666666666667,6.133333333333334,3.9,1.5,,5.2,3.8333333333333335,4.933333333333334,,3.7333333333333334,3.8333333333333335,4.866666666666666,4.2,3.0,6.566666666666666,,6.566666666666666,5.433333333333334,2.2,3.6333333333333333,9.033333333333333,2.433333333333333,,3.066666666666667,1.7,5.0,2.8333333333333335,2.1,2.1,,2.8666666666666667,,5.766666666666667,2.466666666666667,,6.266666666666667,1.5333333333333334,3.2333333333333334,3.6666666666666665,3.1,,,3.066666666666667,3.0,,4.433333333333334,5.966666666666667,,2.1,1.9333333333333333,,1.4666666666666666,1.3,,,,,2.066666666666667,,,,,,,,,,,,,,,,2.2333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
